Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Customer Status
8450-UYIBU,Female,77,No,0,0,35,No,0,PhoneServiceUserOnly,Cable,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,Stayed
8454-AATJP,Female,41,No,0,0,72,Yes,19.6,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405,Stayed
8455-HIRAQ,Female,56,No,0,0,8,Yes,10.91,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,Stayed
8456-QDAVC,Male,57,No,0,0,19,Yes,29.55,No,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.7,1495.1,Stayed
8457-XIGKN,Male,46,No,0,0,20,Yes,29.12,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,19.6,356.15,Stayed
8461-EFQYM,Female,36,No,0,0,38,Yes,46.18,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Bank Withdrawal,24.25,914.4,Stayed
8464-EETCQ,Male,45,No,0,0,57,Yes,19.69,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,18.8,1094.35,Stayed
8465-SBRXP,Male,32,Yes,2,1,38,Yes,25.84,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,94.9,3616.25,Stayed
8466-PZBLH,Male,32,Yes,3,10,67,Yes,11.31,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,Stayed
8467-WYNSR,Male,62,No,0,0,22,Yes,37.11,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,55.1,1253.15,Stayed
8468-EHYJA,Female,32,Yes,0,0,57,Yes,12.19,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,5497.05,Stayed
8468-FZTOE,Female,61,Yes,3,8,72,Yes,17.21,No,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.35,5237.4,Stayed
8469-SNFFH,Male,40,Yes,0,0,70,Yes,43.46,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,79.4,5528.9,Stayed
8473-VUVJN,Male,80,No,0,0,1,Yes,39.88,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,Churned
8474-UMLNT,Female,36,No,0,0,13,Yes,28.45,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,Stayed
8480-PPONV,Male,56,Yes,3,3,62,Yes,40.66,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,Stayed
8481-YYXWG,Female,30,No,0,0,5,Yes,10.11,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,Churned
8485-GJCDN,Female,71,No,0,0,5,Yes,30.05,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,Churned
8486-AYEQH,Female,30,No,0,0,31,Yes,38.78,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,Stayed
8490-BXHEO,Male,67,No,0,0,18,Yes,38.79,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,Stayed
8495-LJDFO,Female,76,No,0,0,64,Yes,22.86,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,Stayed
8495-PRWFH,Female,66,No,0,0,42,Yes,27,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,Stayed
8496-DMZUK,Male,62,No,0,0,30,Yes,7.19,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,2820.65,Stayed
8496-EJAUI,Male,47,No,0,0,19,Yes,1.79,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,Churned
8498-XXGWA,Female,63,Yes,0,7,65,Yes,19.99,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.15,3673.15,Stayed
8499-BRXTD,Male,28,No,0,0,18,Yes,38.73,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,20.1,401.85,Stayed
8510-AWCXC,Female,69,No,0,0,13,Yes,7.22,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,Churned
8510-BBWMU,Female,40,No,0,0,41,Yes,37.46,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Credit Card,19.75,806.95,Stayed
8510-TMWYB,Female,61,Yes,3,9,54,Yes,23.02,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3246.45,Stayed
8512-WIWYV,Male,20,No,0,0,32,Yes,36.78,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,-6,707.5,Stayed
8513-OLYGY,Male,50,Yes,0,8,72,Yes,27.59,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,Stayed
8514-VZHEB,Male,35,Yes,2,10,59,Yes,18.75,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.5,1147.85,Stayed
8515-OCTJS,Female,61,No,0,0,25,Yes,19.75,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,24.75,692.1,Churned
8519-IMDHU,Male,74,Yes,0,1,15,Yes,45.25,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,Churned
8519-QJGJD,Female,42,No,0,0,14,Yes,18.74,No,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,Churned
8532-UEFWH,Male,61,Yes,2,6,52,Yes,49.51,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Mailed Check,25.75,1345.85,Stayed
8535-SFUTN,Male,21,No,0,0,61,Yes,36.05,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,Stayed
8540-ZQGEA,Female,58,Yes,0,1,54,Yes,32.72,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,20.05,1102.4,Stayed
8541-QVFKM,Female,22,No,0,0,8,Yes,17.3,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,Stayed
8543-MSDMF,Male,36,No,0,0,3,Yes,44.42,No,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,Joined
8544-GOQSH,Female,51,No,0,0,14,Yes,1.69,No,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,Stayed
8544-JNBOX,Male,31,No,0,0,72,Yes,23.43,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,20.8,1521.2,Stayed
8547-NSBBO,Male,62,No,0,0,35,Yes,39.87,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,Stayed
8548-AWOFC,Male,21,Yes,0,4,66,Yes,7.67,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,Stayed
8550-XSXUQ,Male,41,Yes,0,7,48,Yes,38.82,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.55,3420.5,Stayed
8552-OBVRU,Female,79,Yes,3,6,48,Yes,13.4,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,Stayed
8559-CIZFV,Male,34,Yes,0,1,21,Yes,17.57,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,Churned
8559-WNQZS,Male,37,No,0,0,1,Yes,43.82,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,20.45,20.45,Joined
8561-NMTBD,Female,20,Yes,3,3,67,Yes,20.41,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,112.35,7388.45,Stayed
8562-GHPPI,Female,50,No,0,0,1,Yes,11.96,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.8,19.8,Joined
8563-IIOXK,Male,24,Yes,0,4,7,Yes,36.14,No,DSL,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,Churned
8563-OYMQY,Male,49,No,0,0,17,Yes,34.98,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,Stayed
8564-LDKFL,Male,37,Yes,0,1,40,Yes,29.46,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,4178.65,Stayed
8565-CLBZW,Male,23,No,0,0,24,Yes,27.97,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,Churned
8565-HBFNN,Male,51,Yes,0,8,69,Yes,33.37,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,Stayed
8565-WUXZU,Male,77,Yes,0,7,72,Yes,5.51,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,6141.65,Stayed
8566-YPRGL,Female,57,No,0,0,1,Yes,33.02,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,19.5,19.5,Joined
8570-KLJYJ,Female,40,No,0,0,36,Yes,25.95,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,1893.5,Stayed
8571-ZCMCX,Female,37,Yes,2,1,47,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,60,2768.65,Stayed
8573-CGOCC,Male,48,No,0,0,16,Yes,24.79,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.75,294.9,Stayed
8573-JGCZW,Male,27,No,0,0,17,Yes,47.79,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Bank Withdrawal,19.65,351.55,Stayed
8577-QSOCG,Female,54,Yes,1,9,38,Yes,26.84,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,20.2,746.05,Stayed
8580-AECUZ,Male,65,No,0,0,1,Yes,42.3,No,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,Churned
8580-QVLOC,Female,78,Yes,0,0,72,Yes,25.77,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,Churned
8582-KRHPJ,Male,51,No,0,0,50,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35,1782.4,Stayed
8584-KMVXD,Female,64,No,0,0,8,Yes,11.2,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,Stayed
8587-XYZSF,Male,60,No,0,0,67,Yes,32.58,No,DSL,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,Stayed
8590-OHDIW,Female,52,Yes,3,1,38,Yes,44.32,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,20.3,749.35,Stayed
8590-YFFQO,Male,24,Yes,0,1,70,Yes,1.63,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,Stayed
8591-NXRCV,Female,47,No,0,0,41,Yes,31.08,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,Stayed
8591-TKMZH,Male,40,Yes,3,1,59,Yes,46.1,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,Stayed
8592-PLTMQ,Female,53,No,0,0,64,Yes,4.03,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Mailed Check,24.7,1642.75,Stayed
8593-WHYHV,Male,46,No,0,0,3,Yes,14.28,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,Churned
8595-SIZNC,Female,69,Yes,0,5,22,Yes,15.27,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Bank Withdrawal,25.6,548.8,Stayed
8597-CTXVJ,Male,31,No,1,0,70,Yes,26.62,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.95,4551.5,Stayed
8597-CWYHH,Male,50,No,0,0,43,Yes,41.22,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,Stayed
8601-QACRS,Female,54,No,0,0,5,Yes,37.1,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,Churned
8603-IJWDN,Male,41,No,0,0,1,Yes,5.43,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,Churned
8605-ITULD,Female,21,No,0,0,1,Yes,5.1,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.55,19.55,Joined
8606-CIQUL,Male,77,Yes,1,1,72,Yes,30.78,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,Stayed
8606-OEGQZ,Female,45,No,2,0,18,Yes,30.22,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,25.3,454.65,Stayed
8608-OZTLB,Male,59,Yes,3,4,38,Yes,31.45,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,Stayed
8610-WFCJF,Female,53,Yes,0,2,49,Yes,49.63,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,Churned
8610-ZIKJJ,Female,57,Yes,2,2,2,Yes,35.42,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,20.3,31.9,Joined
8612-GXIDD,Male,55,Yes,3,8,12,Yes,44.12,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,25.4,313,Stayed
8614-VGMMV,Female,33,No,0,0,15,Yes,9.71,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,Churned
8617-ENBDS,Male,29,No,0,0,3,Yes,27.34,No,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,Joined
8619-IJNDK,Female,64,Yes,0,10,71,Yes,4.71,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,-10,4492.9,Stayed
8620-RJPZN,Female,27,No,0,0,1,Yes,45.86,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,20.7,20.7,Joined
8621-MNIHH,Female,75,Yes,0,1,34,Yes,2.88,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,Churned
8622-ZLFKO,Female,56,Yes,0,1,6,Yes,23.35,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,Stayed
8623-TMRBY,Male,80,Yes,0,2,51,Yes,43.58,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,Churned
8623-ULFNQ,Female,79,No,0,0,26,Yes,12.09,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,66.05,1652.4,Stayed
8624-GIOUT,Female,40,No,0,0,49,Yes,35.87,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,Churned
8625-AZYZY,Male,51,Yes,0,2,24,Yes,3,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,Churned
8626-PTQGE,Male,62,No,0,0,69,No,0,PhoneServiceUserOnly,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,Stayed
8626-XHBIE,Male,48,No,3,0,56,Yes,22.47,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,24.8,1424.2,Stayed
8627-EHGIP,Male,38,No,0,0,44,No,0,PhoneServiceUserOnly,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,53.95,2375.4,Churned
8627-ZYGSZ,Male,32,Yes,0,8,47,Yes,39.52,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9,3650.35,Stayed
8628-MFKAX,Female,79,Yes,0,6,72,Yes,14.75,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,Stayed
8630-FJLIB,Female,35,No,0,0,18,Yes,34.12,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,Stayed
8630-QSGXK,Male,39,Yes,0,10,51,Yes,9.99,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,Stayed
8631-NBHFZ,Male,71,Yes,0,1,66,Yes,30.03,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,Churned
8631-WUXGY,Female,26,No,2,0,46,Yes,17.51,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,Stayed
8631-XVRZL,Male,40,No,0,0,9,Yes,48.61,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Mailed Check,20.15,163.7,Stayed
8634-CILSZ,Male,52,No,0,0,69,Yes,20.44,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,Churned
8634-MPHTR,Male,68,Yes,0,1,47,Yes,8.97,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,Churned
8637-XJIVR,Female,34,No,3,0,12,Yes,25.34,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,Churned
8639-NHQEI,Female,26,Yes,3,9,72,Yes,11.85,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,Stayed
8640-SDGKB,Male,39,No,0,0,4,Yes,28.89,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,Churned
8642-GVWRF,Female,25,Yes,0,1,2,Yes,28.86,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,165,Churned
8644-XLFBW,Male,65,No,0,0,1,Yes,28.46,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,Churned
8644-XYTSV,Male,37,Yes,0,1,42,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,Stayed
8645-KOMJQ,Male,20,Yes,2,1,69,Yes,49.16,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,Stayed
8645-KWHJO,Male,47,No,0,0,14,No,0,PhoneServiceUserOnly,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,771.95,Stayed
8646-JCOMS,Female,43,Yes,0,6,66,Yes,11.72,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,Stayed
8647-SDTWQ,Male,59,Yes,2,4,57,Yes,49.95,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,Stayed
8648-PFRMP,Female,71,No,0,0,14,No,0,PhoneServiceUserOnly,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,46.35,672.7,Stayed
8650-RHRKE,Male,27,No,0,0,4,No,0,PhoneServiceUserOnly,DSL,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,Churned
8651-ENBZX,Female,68,No,0,0,60,Yes,34.39,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106,6441.4,Churned
